campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"worldcup2010","http://www.portalfree.de:80/tag/kreditvergleich",2012-05-21T01:31:51,0.005539,0.000000,NotRelevant,""
"worldcup2010","http://www.tus-waldboeckelheim.de:80/jugendfussball/gruppe-iii-e-jgd-1b-tabelle.html",2009-08-16T04:49:43,0.050330,0.031717,NotRelevant,"football in genera"
"worldcup2010","http://www.fcbayern.telekom.de:80/de/aktuell/news/2011/31558.php",2011-11-13T05:25:27,0.066949,0.000000,NotRelevant,"football in general"
"worldcup2010","http://www.aerzte-ohne-grenzen.de:80/blogs/aktuell/wm-blog-suedafrika/als-wurde-ein-schiedsrichter-das-spiel-zur-halbzeit-beenden/",2010-07-20T18:53:50,0.138070,0.954842,HighlyRelevant,""
"worldcup2010","http://www.fifa4life-forum.de:80/misc/whoposted/t-9470/",2009-03-06T20:59:51,0.093279,0.004860,Unknown,"the page is not displayed "
"worldcup2010","http://www.w-wie-wm.de:80/wm-2010/",2010-06-18T00:01:56,0.181950,0.000011,Relevant,""
"worldcup2010","http://www.transfermarkt.de:80/de/forum/10/fc-bayern-muenchen/thread/1717788/anzeige.html&p=76",2009-07-19T09:11:04,0.080509,0.018581,NotRelevant,""
"worldcup2010","http://www.fussball-manager-games.de:80/fussball-manager-10/",2010-11-10T06:45:57,0.151236,0.002462,NotRelevant,"Football in general, not worldcup"
"worldcup2010","http://www.fussball-berichte.de/fussball_weltmeisterschaft/fussball_wm_2010_live_im_tv-3122.html",2011-12-05T19:24:16,0.140168,4.640518,HighlyRelevant,""
"worldcup2010","http://www.tierarzt-talk2ex.de:80/Torwart.htm",2007-03-30T04:34:42,0.151390,0.000001,Relevant,""
"worldcup2010","http://www.tierarzt-talk2ex.de:80/Torwart.htm",2007-03-30T04:34:42,0.151390,0.000001,Junk,""
"worldcup2010","http://www.tvister.de:80/suche/Handball%20WM.html",2011-01-07T09:51:43,0.136612,0.000138,NotRelevant,""
"worldcup2010","http://www.dsfs.de/robots.txt",2012-11-25T07:54:52,0.079940,0.000000,NotRelevant,""
"worldcup2010","http://sport-dienst.fussball.de:80/wm/2010/europa/qualifikation/gruppe2/",2009-08-30T23:04:18,0.097555,0.000594,Relevant,""
"worldcup2010","http://www.produktnews.de:80/tree/origami.shtml",2004-03-24T10:54:41,0.020517,0.000000,Junk,""
"worldcup2010","http://www.mooncity.de:80/guestbook.php?touser=varda86",2003-07-27T00:05:59,0.044609,0.000000,Junk,""
"worldcup2010","http://www.ask.uni-karlsruhe.de:80/transfer2002/public/list.php?ANR=283",2002-09-19T03:39:25,0.030258,0.000000,NotRelevant,""
"worldcup2010","http://www.medienshop.de:80/medienshop/control/category;jsessionid=52E209BE98BCB577BB38153567BCD15B.jvm1?category_id=spiele",2006-05-13T10:48:42,0.110128,0.000000,NotRelevant,"spiele zur wm 2006"
"worldcup2010","http://fussball-wm-infos.de:80/blog/category/deutsche-nationalmannschaft/",2010-07-07T10:06:58,0.168320,1.000000,HighlyRelevant,""
"worldcup2010","http://fussball-wm-infos.de:80/blog/category/deutsche-nationalmannschaft/",2010-07-07T10:06:58,0.168320,1.000000,NotRelevant,""
"worldcup2010","http://fussball-wm-infos.de:80/blog/category/deutsche-nationalmannschaft/",2010-07-07T10:06:58,0.168320,1.000000,NotRelevant,""
"worldcup2010","http://www.kicker.de:80/news/fussball/bundesliga/startseite/artikel/211368",2008-07-23T01:36:55,0.055805,0.000354,NotRelevant,"relevant for football in general"
"worldcup2010","http://stream-tv.de:80/sendung/1296035/fifa-wm-2010-wm-live-stream-nigeria-suedkorea",2010-06-16T04:35:46,0.170539,1.000000,HighlyRelevant,""
"worldcup2010","http://www.werkstatt-verlag.de/pages/6_5134_i.html",2007-10-30T14:48:05,0.118338,0.000016,Relevant,""
"worldcup2010","http://www.chinaseite.de:80/china-kultur/china-geschichte/chinesische-dynastien/ming-dynastie.html",2007-10-17T22:56:31,0.056932,0.000014,Unknown,"empty page"
"worldcup2010","http://fanforum-deutschland.de/index.php?page=Board&boardID=122&s=439258d317c8d71095632f9392c35e53e820040b",2011-12-09T07:34:42,0.092138,0.000000,NotRelevant,""
"worldcup2010","http://www.weblike.de:80/projekte/wm2006/",2009-05-27T15:38:02,0.128022,0.012507,NotRelevant,"wm 2006"
