campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"election2013","http://www.cicero.de:80/umfrage.php",2008-10-10T15:39:14,0.136607,0.000936,NotRelevant,"2008"
"election2013","http://www.spiegel.de/thema/euro_krise_2010/",2012-10-20T11:12:02,0.079117,0.273152,Relevant,""
"election2013","http://www.geschenk-finden.de:80/feiertag_kalender.php",2008-08-12T07:43:26,0.086769,0.000756,NotRelevant,""
"election2013","http://www.ktk-veltenhof.de:80/aktuelles/infos.php?id=15",2004-02-12T15:38:30,0.012825,0.000001,NotRelevant,""
"election2013","http://www.dradio.de/dlf/sendungen/dlfmagazin/1572830/",2011-11-07T17:48:36,0.086084,0.065330,NotRelevant,""
"election2013","http://wahl.de/themen/kriegskosten",2011-11-30T01:03:48,0.150636,0.079660,Relevant,""
"election2013","http://www.geizkragen.de:80/magazin/steuern-und-finanzen/tipps/",2005-04-04T14:52:44,0.034396,0.000007,NotRelevant,""
"election2013","http://www.wahl.de:80/themen/m%C3%A4nnerfrage",2011-06-04T06:38:19,0.125480,0.039276,NotRelevant,""
"election2013","http://www.beyazgueller.de:80/index.php?option=com_zoom&Itemid=32&page=view&catid=1&PageNo=1&key=2&hit=1",2008-12-26T17:40:05,0.010165,0.001278,NotRelevant,""
"election2013","http://www.mittelton-blende-quadrat.9-l.de:80/",2004-09-26T23:15:32,0.053101,0.000003,Unknown,"Page is not displayed"
"election2013","http://home.arcor.de:80/turnerpi/gal/040423%20pz%20cdu%20jugendarbeit.htm",2004-09-28T20:09:22,0.089580,0.000002,Relevant,""
"election2013","http://parteien-news.de/modules.php?name=PresseMitteilungen&new_topic=31&pagenum=3",2013-02-03T16:14:43,0.157573,0.403010,Relevant,""
"election2013","http://www.massagesessel-shop.de:80/eitrigeradionj.html",2006-08-24T12:30:57,0.069201,0.000047,Unknown,"page not displayed"
"election2013","http://www.spiegel.de/politik/deutschland/schwarz-gelbe-koalition-im-ard-deutschlandtrend-weit-vorn-a-914405.html",2013-08-04T02:54:05,0.151128,0.821657,NotRelevant,"elections 2009"
"election2013","http://cdu-fuchs.de:80/go.to/modix/,381/aktuelles.html",2009-02-01T10:10:39,0.145211,0.001469,NotRelevant,""
"election2013","http://www.ludwigsburg.city-map.de/01020000/1/Arbeitsjacke",2013-04-12T02:10:01,0.020671,0.534184,NotRelevant,""
"election2013","http://www.bundeswahlleiter.de/de/bundestagswahlen/BTW_BUND_09/zugelassene_parteien/",2013-04-24T21:45:01,0.160280,0.002783,,""
"election2013","http://www.talkteria.de/forum/topic-39706.html",2012-08-16T10:02:52,0.020621,0.212667,NotRelevant,""
"election2013","http://www.jf-archiv.de:80/archiv03/253yy15.htm",2004-01-27T06:00:48,0.165685,0.000001,,""
"election2013","http://www.abendblatt.de:80/daten/2003/04/09/143180.html?prx=1",2005-04-21T09:20:40,0.034731,0.000000,NotRelevant,""
"election2013","http://player.freenet.de:80/weitersagen/weitersagen.php3?layout=community&urltipp=http%3A%2F%2Fcommunity.freenet.de%2Ffreunde-finden%2Findex.html%3Faktion%3Dgen_FREMDPROFIL_ANSEHEN%26FID%3D3368271",2007-09-06T20:14:07,0.011889,0.000204,NotRelevant,""
"election2013","http://www.liberale.de/portal/print_presse.php?id=40368",2005-06-06T19:45:51,0.070519,0.000008,NotRelevant,""
"election2013","http://sozialisten.de/politik/publikationen/pressedienst/view_html/n22/pp1/bs1/zid30308",2006-01-13T23:14:08,0.107058,0.000013,NotRelevant,"election
 in different year"
"election2013","http://uado.de:80/ostsee/2008/01/",2012-08-07T08:00:36,0.104611,0.000351,NotRelevant,""
"election2013","http://www.stern.de:80/wahl-2009/bundestagswahl/2-nach-wahl-tickernach-wahl-ticker-deutsche-nehmen-steuerversprechen-nicht-ernst-1511262.html",2009-12-03T16:06:51,0.164748,0.003687,,""
"election2013","http://www.mister-wong.de:80/tags/shirt%2Bstyle/",2007-12-10T07:42:23,0.019287,0.000293,NotRelevant,""
"election2013","http://nisi-testet.de/beauty-box-besser-spat-als-nie-meine-juni-dm-lieblinge/1569/?replytocom=375",2013-01-20T00:30:49,0.052686,0.193148,Unknown,"not displayed"
"election2013","http://www.t-online.de/nachrichten/deutschland/umfragen/id_53064878/wahltrend-union-legt-in-der-waehlergunst-leicht-zu.html",2013-07-19T01:48:41,0.122365,0.091858,HighlyRelevant,""
"election2013","http://www.schneider-breitenbrunn.de:80/2011-05/bremen-wahl-spd-staerkste-partei-gruene-zweitstaerkste-kraft/",2011-05-26T06:59:54,0.124172,0.037450,NotRelevant,"local elections in bremen"
"election2013","http://blog.lukas-emele.de:80/2009/09/30/nicht-noch-eine-wahlanalyse/",2010-06-07T01:20:40,0.125237,0.003716,NotRelevant,"wrong year"
"election2013","http://t-platz.de:80/2010/06",2010-10-31T21:26:39,0.111027,0.017134,NotRelevant,""
